ano,sigla_uf,id_municipio,tipo_vinculo,vinculo_ativo_3112,faixa_remuneracao_media_sm,valor_remuneracao_media_sm,faixa_etaria,sexo
1991,SP,3509502,1,1,4,3.34,3,1
1991,SP,3550308,4,0,,0.0,4,2
1991,SP,3506102,1,0,9,19.83,3,2
1991,SP,3544004,1,1,3,2.99,6,2
1991,SP,3500105,1,1,8,10.56,6,2
1991,SP,3518800,1,1,8,10.99,7,1
1991,SP,3522901,1,1,3,2.63,3,2
1991,PE,2601409,1,0,3,2.22,3,1
1991,SP,3550308,2,1,6,6.08,6,2
1991,SP,3550308,1,1,5,4.89,3,1
1991,AL,2708006,2,1,,0.0,3,2
1991,MS,5002704,1,0,3,2.97,3,2
1991,SP,3550308,1,1,8,11.87,3,2
1991,RJ,3304557,1,0,3,2.6,5,1
1991,SP,3507902,1,0,2,1.46,2,1
1991,SP,3504008,,1,2,1.68,3,2
1991,RJ,3301702,1,1,4,3.14,5,1
1991,SP,3520509,1,0,9,15.9,3,1
1991,SP,3550308,1,1,5,4.75,4,2
1991,SP,3547809,1,1,4,3.7,5,1
1991,RS,4319901,1,1,2,1.81,7,2
1991,RS,4320008,1,0,4,3.39,3,1
1991,RN,2408102,1,1,2,1.6,,2
1991,MT,5103403,1,1,2,1.35,3,1
1991,AM,1302603,2,1,4,3.44,4,2
1991,MG,3131307,1,0,2,1.13,3,1
1991,PR,4127106,5,1,3,2.43,6,1
1991,RJ,3304557,1,0,2,1.38,6,1
1991,MG,3131307,1,1,3,2.34,4,2
1991,RJ,3304557,1,1,5,4.81,4,1
1991,SP,3550308,1,1,,0.0,5,1
1991,SP,3552205,1,1,3,2.18,4,1
1991,BA,2927408,1,1,3,2.15,5,1
1991,SP,3541406,1,1,1,0.55,7,2
1991,PA,1501402,1,1,4,3.25,5,1
1991,ES,3205309,1,1,4,3.37,,2
1991,MG,3162906,1,1,4,3.74,3,1
1991,SC,4219507,1,1,3,2.87,5,1
1991,SC,4207502,1,1,7,7.16,5,2
1991,BA,2927408,1,0,2,1.86,5,1
1991,SP,3550308,1,1,4,3.88,3,2
1991,PE,2611606,1,1,6,5.46,6,1
1991,RS,4305108,1,1,6,5.26,3,1
1991,MA,2111300,1,0,2,1.33,5,2
1991,SP,3550308,1,1,10,29.39,7,1
1991,MG,3106200,2,1,2,1.57,6,2
1991,PE,2606804,1,1,3,2.37,5,1
1991,GO,5208707,1,1,,0.0,3,2
1991,PR,4106407,5,0,2,1.67,6,2
1991,SP,3525300,5,0,3,2.24,2,1
1991,SP,3540200,1,0,3,2.68,4,2
1991,RJ,3304557,1,0,2,1.69,4,2
1991,DF,5300108,2,0,4,3.59,5,1
1991,AL,2704302,1,1,2,1.96,5,2
1991,PR,4106902,1,1,4,3.63,5,1
1991,DF,5300108,2,1,2,1.58,4,2
1991,PR,4126801,1,0,2,1.19,5,1
1991,MG,3106200,1,1,3,2.61,7,2
1991,SP,3553708,1,0,,0.0,4,2
1991,DF,5300108,1,0,1,0.99,3,1
1991,SP,3523404,1,0,4,3.25,3,2
1991,SC,4209300,2,0,3,2.96,4,1
1991,RJ,3304557,1,0,4,3.63,4,1
1991,RJ,3304557,1,0,3,2.49,5,2
1991,GO,5208905,1,0,6,5.95,5,1
1991,SP,3550308,1,1,4,3.62,7,1
1991,BA,2905701,1,1,7,9.69,4,1
1991,SP,3550308,1,1,9,16.23,5,1
1991,SP,3550308,1,1,4,3.53,4,1
1991,SC,4209102,1,0,2,1.71,3,1
1991,SP,3530607,1,0,,0.0,5,1
1991,SC,4215000,1,0,2,1.76,4,1
1991,PR,4115200,1,1,3,2.25,5,1
1991,RS,4314902,1,1,2,1.82,3,2
1991,RJ,3303401,2,1,4,3.53,7,1
1991,CE,2304400,1,1,2,1.8,3,1
1991,MG,3169901,1,1,4,3.82,3,1
1991,BA,2927408,1,1,6,6.68,5,2
1991,MA,2109007,1,0,2,1.49,4,1
1991,RJ,3301009,1,1,5,4.58,6,1
1991,SP,3521002,1,1,6,6.07,5,1
1991,BA,2918001,1,1,2,1.92,5,1
1991,MG,3106200,1,1,1,0.75,6,2
1991,ES,3200607,1,0,,0.0,3,2
1991,SP,3537800,4,1,,0.0,3,1
1991,SP,3513801,1,1,5,4.32,6,1
1991,RS,4313409,1,1,2,1.24,3,1
1991,PE,2611606,2,1,10,27.05,6,1
1991,RN,2408003,1,1,2,1.69,7,1
1991,IGNORADO,,1,0,3,2.07,3,2
1991,PA,1501402,2,1,4,3.69,5,2
1991,MG,3151800,1,1,2,1.65,5,2
1991,SP,3541406,1,1,2,1.88,4,2
1991,AM,1304203,1,0,8,13.9,4,1
1991,RJ,3304557,1,1,6,5.07,5,1
1991,PR,4118204,1,1,4,3.28,4,1
1991,RJ,3303302,2,1,8,11.72,5,1
1991,ES,3205309,1,1,7,8.21,5,1
1991,SP,3515004,1,1,6,6.43,4,1
1991,SP,3550308,2,1,8,12.67,5,2
1991,RJ,3304557,1,0,5,4.08,7,1
1991,CE,2304400,1,1,6,6.37,4,1
1991,AP,1600303,2,1,8,14.8,3,1
1991,ES,3201209,1,0,2,1.23,6,1
1991,GO,5208707,1,0,3,2.77,4,1
1991,SP,3543907,1,0,3,2.11,3,1
1991,RO,1100122,1,0,6,6.37,6,1
1991,CE,2304400,1,1,2,1.39,3,1
1991,BA,2905701,1,0,2,1.12,5,1
1991,RJ,3304557,1,1,6,5.44,6,1
1991,RJ,3300605,1,1,4,3.05,5,2
1991,RJ,3304557,1,1,4,3.45,5,1
1991,RJ,3304557,1,0,10,20.17,3,1
1991,AL,2704302,1,1,1,0.95,4,2
1991,RJ,3304557,1,0,5,4.74,5,1
1991,SP,3522604,1,1,6,6.17,5,1
1991,RS,4307708,1,1,8,13.51,5,1
1991,SP,3550308,5,1,8,12.37,6,1
1991,SP,3550308,,1,,0.0,3,1
1991,SP,3550308,1,0,,0.0,6,1
1991,SP,3550308,1,0,6,5.29,3,1
1991,SP,3550308,2,1,6,6.17,6,1
1991,SE,2800308,1,1,3,2.25,4,2
1991,BA,2932903,1,1,4,3.02,7,1
1991,PR,4101804,2,1,7,8.77,5,2
1991,SP,3525300,1,1,4,3.08,,2
1991,BA,2930501,1,1,1,0.99,3,1
1991,GO,5208707,1,1,2,1.67,,1
1991,MG,3136702,1,1,6,5.52,5,1
1991,BA,2927408,1,0,2,1.24,3,1
1991,PE,2606804,5,0,2,1.1,8,1
1991,SP,3541000,1,0,6,5.78,3,1
1991,BA,2927408,1,1,6,5.34,4,1
1991,DF,5300108,2,1,8,12.34,6,1
1991,SC,4209102,1,1,,0.0,5,1
1991,SE,2800308,1,0,3,2.33,7,1
1991,SP,3552502,1,0,10,22.0,6,1
1991,MG,3168705,1,1,8,14.54,6,1
1991,SP,3550308,1,0,4,3.09,3,1
1991,ES,3201506,1,0,,0.0,5,2
1991,PR,4119905,1,1,4,3.79,5,1
1991,PR,4112751,1,1,2,1.33,2,1
1991,SP,3513801,1,1,4,3.26,5,2
1991,RS,4301602,1,1,4,3.04,4,2
1991,SP,3503208,1,0,4,3.95,4,1
1991,RJ,3300308,1,0,2,1.44,5,1
1991,PR,4113700,1,1,2,1.53,5,2
1991,SP,3541406,5,0,2,1.35,6,1
1991,SP,3506003,1,1,7,8.48,3,1
1991,SP,3550308,1,0,6,5.15,3,2
1991,PR,4106902,1,0,5,4.95,5,1
1991,PA,1501402,1,1,3,2.84,5,1
1991,SP,3548906,1,0,3,2.33,2,1
1991,RS,4314902,2,1,5,4.72,7,2
1991,MG,3106200,2,1,2,1.44,6,2
1991,RJ,3304557,2,1,6,5.72,7,2
1991,BA,2927408,1,0,3,2.72,5,2
1991,AL,2708600,1,1,2,1.17,4,1
1991,RJ,3304557,1,1,3,2.89,5,1
1991,SP,3506102,1,0,2,1.35,2,1
1991,SP,3540705,5,0,6,5.14,4,1
1991,SP,3509205,1,1,3,2.31,4,1
1991,DF,5300108,2,1,4,3.69,5,1
1991,RJ,3304557,1,1,6,6.96,4,2
1991,PA,1501402,1,1,2,1.49,7,2
1991,RJ,3303807,1,1,3,2.14,,2
1991,RJ,3301900,1,0,2,1.11,,1
1991,BA,2900306,,1,1,0.99,,1
1991,MS,5002704,1,1,2,1.0,1,1
1991,RJ,3304557,1,0,8,12.7,4,1
1991,SP,3550308,1,0,3,2.22,3,1
1991,SP,3502804,1,0,2,1.94,4,1
1991,RJ,3304557,1,1,7,9.2,6,2
1991,RS,4305108,1,1,6,5.75,5,1
1991,SP,3526803,5,0,3,2.66,4,1
1991,MG,3152501,1,0,6,6.96,3,2
1991,SP,3550308,1,0,2,1.72,4,2
1991,RJ,3304557,1,1,3,2.0,4,2
1991,PB,2511202,1,1,3,2.24,3,1
1991,PA,1504208,1,0,7,7.55,5,1
1991,CE,2304103,1,1,2,1.26,5,1
1991,MG,3132404,1,1,3,2.02,5,2
1991,SP,3501608,1,1,3,2.28,3,1
1991,PR,4104808,1,0,3,2.88,3,1
1991,SP,3550308,1,1,7,7.02,4,2
1991,BA,2922003,1,0,,0.0,6,1
1991,SP,3548906,1,1,3,2.1,5,1
1991,MA,2105302,1,1,2,1.83,5,1
1991,RS,4314902,2,0,8,10.57,6,1
1991,SP,3550308,1,1,6,6.42,3,1
1991,SP,3550308,1,0,4,3.03,3,1
1991,BA,2914604,1,1,1,0.99,,1
1991,RJ,3303500,1,1,4,3.22,3,1
1991,SP,3550308,1,1,8,13.75,4,1
1991,SP,3550308,1,0,4,3.97,4,1
1991,PR,4106902,1,1,9,17.07,6,1
1991,MG,3170404,1,0,3,2.29,5,1
1991,DF,5300108,1,1,10,46.99,6,1
1991,SP,3550308,2,1,5,4.37,6,2
1991,SP,3550308,1,0,6,6.82,3,2
1991,SP,3550308,1,1,3,2.69,4,1
1991,SP,3550308,1,1,3,2.68,5,1
1991,SC,4216602,1,1,3,2.33,4,1
1991,PB,2507507,1,0,1,0.79,4,1
1991,RJ,3303302,1,1,2,1.74,5,2
1991,SP,3550308,1,1,9,17.85,5,1
1991,PR,4106902,1,0,2,1.04,3,2
1991,SP,3550308,5,1,3,2.54,5,1
1991,SP,3509502,1,0,4,3.06,4,1
1991,SP,3511102,1,1,6,5.03,4,2
1991,MG,3106200,2,1,3,2.34,4,2
1991,SC,4202404,1,1,7,8.55,6,1
1991,SC,4204608,1,1,9,15.79,6,1
1991,SP,3513504,1,0,2,1.1,3,1
1991,MG,3113305,1,1,2,1.41,5,2
1991,MG,3170800,1,1,5,4.68,6,1
1991,RS,4308102,1,1,5,4.04,7,1
1991,SC,4205407,2,1,9,15.21,6,2
1991,SP,3550308,1,1,3,2.42,4,1
1991,SP,3550308,1,0,6,6.0,7,1
1991,RJ,3304557,1,0,10,91.85,6,1
1991,MG,3101102,1,1,2,1.09,6,1
1991,RJ,3303401,1,1,3,2.36,3,1
1991,BA,2921104,1,0,4,3.44,4,1
1991,MA,2111300,2,0,3,2.02,5,1
1991,MG,3106200,1,0,3,2.06,7,1
1991,RJ,3304557,2,1,9,18.94,7,1
1991,SP,3547809,1,1,4,3.85,6,1
1991,PE,2611606,1,0,3,2.03,4,1
1991,SP,3502804,1,1,8,13.8,4,2
1991,MA,2111300,1,1,3,2.75,4,2
1991,AC,1200401,1,1,7,7.84,7,2
1991,RS,4313409,1,0,4,3.74,5,1
1991,MG,3106200,2,1,7,7.8,5,2
1991,SC,4209300,1,1,2,1.91,3,1
1991,PA,1505304,1,0,10,91.95,5,1
1991,PR,4122404,1,1,2,1.89,1,2
1991,SP,3550308,1,1,3,2.25,4,2
1991,PR,4127700,1,1,4,3.45,5,1
1991,SP,3501608,1,0,2,1.76,2,2
1991,BA,2927408,1,0,6,5.55,3,2
1991,TO,1713205,1,1,4,3.59,5,2
1991,MG,3118601,,1,3,2.69,5,1
1991,CE,2304400,1,0,2,1.9,5,1
1991,RJ,3304557,1,1,3,2.1,5,1
1991,SC,4204004,1,1,3,2.41,5,1
1991,SP,3550308,1,0,4,3.08,3,2
1991,SP,3513504,4,0,2,1.57,7,1
1991,SC,4209102,1,0,3,2.7,5,1
1991,SP,3518701,1,0,4,3.92,3,1
1991,MG,3106200,1,1,2,1.98,4,1
1991,PE,2611606,1,1,2,1.91,6,1
1991,SP,3550308,1,1,3,2.96,3,1
1991,SP,3550308,1,0,5,4.11,5,1
1991,SP,3550308,1,1,8,13.38,7,1
1991,RJ,3303401,1,0,2,1.31,3,1
1991,SP,3550308,1,1,8,10.0,6,1
1991,SP,3536604,1,0,0,0.4,3,1
1991,MS,5002704,2,1,3,2.06,6,2
1991,IGNORADO,,1,0,3,2.73,3,1
1991,SP,3513009,1,0,2,1.95,4,1
1991,RJ,3301702,,1,7,7.19,6,1
1991,SP,3503307,1,1,7,8.28,5,1
1991,RJ,3304557,1,0,3,2.5,3,1
1991,SP,3548708,1,1,4,3.95,5,1
1991,AL,2704302,1,1,10,21.98,6,1
1991,IGNORADO,,1,1,2,1.31,5,1
1991,SP,3507605,1,1,7,8.29,6,1
1991,RN,2408003,2,1,2,1.7,5,1
1991,BA,2910800,1,1,2,1.29,4,1
1991,RS,4304507,1,1,4,3.4,4,1
1991,DF,5300108,1,1,3,2.81,3,1
1991,PE,2606200,1,1,2,1.65,5,2
1991,ES,3203353,1,1,3,2.8,4,1
1991,SP,3538709,1,1,6,6.93,5,1
1991,SP,3509502,1,1,3,2.32,3,1
1991,RJ,3303302,1,1,2,1.93,5,1
1991,RS,4309407,1,1,2,1.59,3,1
1991,MG,3147402,1,1,3,2.41,4,2
1991,SP,3533403,1,1,3,2.33,3,1
1991,CE,2304400,1,0,6,6.55,4,1
1991,PR,4113700,1,0,2,1.76,7,1
1991,SP,3550308,1,1,2,1.98,3,1
1991,SP,3512803,5,0,2,1.65,3,1
1991,RS,4309308,1,0,2,1.81,6,1
1991,BA,2914802,1,1,4,3.39,4,2
1991,SP,3548807,1,1,3,2.92,4,1
1991,RJ,3304557,1,0,7,7.82,7,2
1991,CE,2304400,2,1,3,2.36,6,2
1991,PA,1506138,1,1,3,2.16,4,2
1991,SP,3529302,1,0,2,1.48,3,2
1991,MG,3106200,1,1,8,13.68,5,1
1991,PR,4103107,1,1,3,2.53,4,1
1991,SP,3549805,1,0,2,1.78,3,2
1991,PR,4108502,1,1,3,2.26,4,1
1991,DF,5300108,1,1,3,2.49,4,2
1991,MG,3167202,1,0,1,0.9,5,1
1991,GO,5208905,1,1,10,31.82,5,2
1991,SP,3543402,1,1,1,0.85,1,1
1991,SP,3550308,1,1,3,2.66,3,1
1991,ES,3201308,1,1,,0.0,4,1
1991,MG,3122306,1,1,10,22.53,5,1
1991,AM,1302603,4,0,3,2.21,3,2
1991,RJ,3302502,1,1,2,1.99,3,1
1991,SP,3525300,1,0,2,1.67,5,2
1991,SP,3549805,1,0,5,4.94,5,2
1991,GO,5208707,1,1,3,2.1,5,1
1991,SP,3549102,1,1,6,6.05,5,1
1991,SP,3550308,1,1,3,2.29,5,1
1991,RJ,3304557,1,1,7,7.23,4,1
1991,SP,3550308,1,1,8,12.67,5,1
1991,SP,3551009,1,0,3,2.85,6,1
1991,PE,2611606,1,1,5,4.34,4,1
1991,SP,3550308,5,1,5,4.73,5,2
1991,SP,3525300,1,1,2,1.4,3,1
1991,RS,4317905,1,1,4,3.05,3,1
1991,SP,3513801,1,1,6,6.96,5,1
1991,SC,4216602,1,1,4,3.55,6,1
1991,RJ,3301702,1,1,3,2.54,6,2
1991,SP,3550308,1,0,3,2.91,4,2
1991,CE,2304400,1,0,2,1.22,4,1
1991,SP,3518800,1,1,4,3.73,5,1
1991,SP,3518800,1,1,4,3.66,4,1
1991,PR,4115804,1,1,,0.0,3,2
1991,RJ,3304557,1,0,4,3.43,7,1
1991,RS,4314902,1,0,4,3.27,5,1
1991,SP,3550308,1,1,5,4.22,5,1
1991,SP,3550308,2,1,6,5.56,4,1
1991,MG,3106200,2,1,6,6.74,5,2
1991,SP,3550308,1,0,7,8.0,3,1
1991,MG,3143005,,1,0,0.38,3,1
1991,SP,3509502,1,1,7,7.66,6,1
1991,MG,3106200,1,1,5,4.4,3,1
1991,SP,3552502,1,1,9,19.51,5,1
1991,DF,5300108,1,1,10,62.22,6,1
1991,RJ,3304557,2,1,9,18.57,5,1
1991,SC,4219309,1,0,2,1.13,3,2
1991,SP,3550308,1,1,6,6.6,5,1
1991,GO,5208707,1,0,2,1.97,6,1
1991,SP,3549805,1,0,5,4.52,4,2
1991,SP,3550308,1,1,7,7.53,4,1
1991,RJ,3304557,2,1,6,5.5,5,2
1991,RS,4313201,1,0,6,5.02,5,2
1991,AC,1200401,1,1,7,8.61,6,2
1991,PA,1501402,5,1,4,3.03,4,1
1991,ES,3205309,1,1,8,10.43,5,2
1991,RJ,3304557,1,1,7,9.53,4,1
1991,AC,1200203,1,0,1,0.99,3,2
1991,RJ,3304557,1,1,2,1.88,3,1
1991,MG,3148103,1,1,4,3.26,5,1
1991,SP,3550308,1,1,8,13.45,7,1
1991,RJ,3302502,1,1,2,1.23,3,1
1991,MS,5005707,1,1,2,1.71,1,2
1991,SP,3550308,1,1,5,4.51,5,1
1991,SP,3550308,1,1,6,6.04,5,1
1991,RS,4320107,1,1,2,1.31,4,2
1991,ES,3205200,1,1,2,1.23,5,1
1991,SP,3503307,1,0,3,2.26,3,1
1991,GO,5201108,1,0,1,1.0,1,1
1991,PE,2613701,1,0,2,1.14,,2
1991,RJ,3304557,1,1,2,1.4,3,1
1991,RJ,3304557,1,1,10,36.03,6,1
1991,SP,3533403,1,1,7,7.95,5,1
1991,SC,4207304,1,0,3,2.8,4,1
1991,RJ,3304557,1,0,2,1.28,5,1
1991,SP,3550308,1,1,10,21.12,7,1
1991,PR,4118204,2,1,7,9.1,6,1
1991,PR,4109401,5,1,3,2.52,3,1
1991,SP,3556404,1,1,3,2.09,5,2
1991,ES,3205309,1,0,8,14.07,6,2
1991,MG,3100203,2,1,2,1.86,6,1
1991,PE,2611606,1,1,2,1.86,7,1
1991,SC,4205308,1,1,3,2.99,4,1
1991,RJ,3304557,1,1,3,2.5,6,1
1991,SP,3550308,5,1,2,1.92,5,2
1991,SC,4209102,1,1,6,6.24,5,1
1991,SP,3503208,1,0,,0.0,4,1
1991,RS,4314902,2,0,9,18.96,7,1
1991,SP,3550308,1,1,3,2.67,4,1
1991,BA,2927408,1,1,3,2.85,5,2
1991,SP,3552205,1,0,4,3.12,3,2
1991,SC,4202404,1,0,3,2.77,4,1
1991,MG,3106200,1,0,10,28.92,3,2
1991,RJ,3304557,1,1,,0.0,3,1
1991,SP,3543402,1,1,6,5.76,3,2
1991,ES,3205309,1,0,2,1.62,5,1
1991,PR,4106902,1,1,4,3.39,4,2
1991,RN,2408102,1,1,2,1.16,5,2
1991,IGNORADO,,1,1,2,1.03,6,2
1991,BA,2927408,1,1,4,3.55,4,1
1991,RS,4318705,1,1,2,1.63,2,1
1991,PR,4101200,1,1,2,1.12,7,1
1991,SP,3518701,1,0,,0.0,5,2
1991,SP,3506003,1,1,3,2.83,4,2
1991,RJ,3301702,1,0,2,1.29,3,1
1991,RS,4322509,1,0,2,1.74,3,1
1991,RS,4317103,1,0,3,2.89,4,1
1991,RS,4309100,1,1,8,13.42,3,1
1991,GO,5203302,2,1,2,1.12,5,1
1991,SC,4206900,1,1,3,2.06,3,1
1991,IGNORADO,,1,1,3,2.32,6,2
1991,GO,5205109,1,1,3,2.1,3,1
1991,SP,3550308,1,0,6,5.85,7,2
1991,DF,5300108,1,1,6,5.29,4,1
1991,RJ,3304557,1,1,3,2.0,3,2
1991,SP,3550308,1,1,5,4.47,4,2
1991,SP,3540705,1,1,2,1.64,4,1
1991,RJ,3304557,1,1,8,11.05,4,1
1991,MS,5002704,2,1,7,7.89,3,1
1991,ES,3205309,1,0,3,2.38,3,1
1991,SP,3550308,1,0,3,2.84,4,1
1991,MA,2111300,2,1,3,2.28,5,2
1991,SP,3550308,5,1,4,3.71,6,2
1991,GO,5208707,1,0,6,5.92,4,1
1991,PR,4106407,1,1,3,2.08,4,1
1991,MG,3106200,1,1,2,1.57,6,2
1991,TO,1700707,,1,,0.0,7,1
1991,SC,4204400,1,1,2,1.7,3,1
1991,RJ,3304557,1,0,2,1.9,3,1
1991,SP,3557105,2,1,2,1.7,,1
1991,SP,3504008,1,0,6,5.63,4,1
1991,CE,2304400,1,1,2,1.46,4,2
1992,PE,2610707,1,1,3,2.3,3,2
1992,SP,3550308,1,1,10,22.76,5,1
1992,PI,2201200,1,1,2,1.79,6,1
1992,PA,1501402,1,1,2,1.76,6,1
1992,MG,3106200,2,1,10,21.8,7,1
1992,ES,3201506,1,0,2,1.09,4,2
1992,SP,3512803,1,1,6,6.4,4,1
1992,RS,4304606,1,0,8,12.36,3,1
1992,IGNORADO,,1,1,2,1.35,6,1
1992,RS,4321303,5,0,2,1.13,7,1
1992,CE,2304400,2,1,3,2.93,7,2
1992,SP,3528007,5,1,6,5.08,2,1
1992,MG,3106200,1,1,6,5.34,4,2
1992,SP,3550308,1,1,7,7.58,4,1
1992,BA,2910057,4,0,4,3.4,4,2
1992,RS,4303905,1,0,2,1.31,3,2
1992,SP,3522406,1,0,2,1.23,3,2
1992,SP,3551009,1,1,4,3.39,4,2
1992,PE,2611606,1,1,1,0.59,5,2
1992,MG,3106200,2,1,3,2.91,7,2
1992,SP,3552205,1,1,2,1.92,4,2
1992,SP,3550308,2,1,5,4.24,6,1
1992,GO,5208707,1,1,2,1.34,5,2
1992,PB,2507507,1,1,2,1.94,3,1
1992,SP,3550308,1,1,2,1.94,2,2
1992,MG,3106200,2,1,3,2.47,6,2
1992,RS,4309209,1,1,4,3.96,5,1
1992,MS,5002704,2,1,9,18.77,5,1
1992,RS,4314902,1,1,2,1.54,6,2
1992,GO,5206206,1,1,4,3.8,5,2
1992,SP,3550308,1,0,4,3.41,5,1
1992,BA,2919207,1,1,2,1.56,4,2
1992,CE,2304400,1,1,10,34.18,6,1
1992,PR,4113700,1,0,2,1.4,4,2
1992,SP,3550308,1,1,4,3.76,3,1
1992,SP,3550308,1,0,3,2.78,3,1
1992,SP,3552205,1,0,2,1.44,3,1
1992,SP,3555000,5,1,2,1.15,6,1
1992,MS,5002704,1,1,8,10.22,6,1
1992,SP,3529401,1,1,7,9.37,5,1
1992,SP,3530102,1,1,6,5.21,6,1
1992,SP,3550308,2,1,5,4.05,6,2
1992,PR,4106902,1,1,7,7.35,4,2
1992,PR,4106407,1,1,8,11.47,5,1
1992,CE,2304400,1,1,2,1.37,6,2
1992,SP,3515004,4,0,5,4.29,5,1
1992,PA,1501402,2,1,2,1.62,6,2
1992,RS,4307609,1,1,3,2.45,7,2
1992,ES,3205002,1,1,6,5.14,5,1
1992,SP,3548708,1,1,8,11.73,5,1
1992,SC,4206504,1,1,2,1.83,5,2
1992,RS,4303905,1,1,2,1.89,2,1
1992,SC,4204806,1,0,3,2.65,5,1
1992,MG,3106200,1,1,3,2.99,3,2
1992,SP,3550308,1,0,6,5.27,3,1
1992,SP,3513504,1,1,7,8.25,3,1
1992,SP,3536505,1,0,8,10.05,6,1
1992,PE,2611606,1,0,2,1.86,5,1
1992,CE,2305001,1,1,,0.0,5,2
1992,BA,2916401,1,1,6,6.16,5,1
1992,MA,2111300,1,1,2,1.96,5,1
1992,MG,3169604,1,1,2,1.36,7,1
1992,MG,3139607,1,1,10,20.99,4,1
1992,RJ,3301108,1,0,2,1.5,5,1
1992,SP,3550308,1,0,4,3.6,5,1
1992,AM,1302603,2,1,6,5.42,7,2
1992,SP,3550308,2,1,3,2.74,6,2
1992,SP,3505708,1,1,10,31.23,5,2
1992,SP,3509205,4,0,2,1.89,3,1
1992,MG,3106200,1,1,2,1.56,5,2
1992,MG,3106200,1,0,10,37.13,6,1
1992,RN,2408102,1,1,2,1.24,6,1
1992,SP,3550308,1,0,7,7.94,3,1
1992,PE,2611606,1,1,3,2.07,5,1
1992,SP,3507605,1,0,6,5.85,4,1
1992,GO,5208707,1,1,2,1.23,4,1
1992,PE,2611606,2,1,10,32.44,5,2
1992,SP,3550308,1,1,5,4.67,3,1
1992,RO,1100205,2,1,6,6.02,5,1
1992,CE,2304608,1,1,,0.0,3,2
1992,RJ,3304557,1,1,2,1.62,4,2
1992,MG,3106200,1,1,3,2.46,6,1
1992,SP,3550308,1,1,6,5.25,3,1
1992,SP,3548500,2,1,4,3.29,6,2
1992,MG,3106200,1,1,8,11.31,4,1
1992,RS,4313409,1,0,8,11.47,4,1
1992,SP,3550308,5,1,4,3.5,3,2
1992,RJ,3303302,1,1,2,1.92,6,1
1992,RN,2408102,1,1,3,2.5,4,1
1992,AL,2706901,1,1,3,2.63,7,1
1992,SP,3550308,1,1,4,3.29,3,1
1992,SP,3503307,5,0,4,3.77,3,2
1992,SP,3550308,1,1,5,4.86,6,1
1992,SP,3548500,1,0,4,3.57,7,2
1992,SC,4204608,1,1,4,3.41,7,1
1992,SP,3524402,1,0,2,1.0,5,1
1992,SP,3507506,2,1,6,5.82,3,2
1992,SP,3506706,1,1,3,2.23,5,2
1992,RJ,3304557,2,1,5,4.62,5,2
1992,ES,3201506,1,1,2,1.72,3,1
1992,RJ,3304201,1,1,2,1.02,3,1
1992,PE,2609600,1,1,2,1.31,5,2
1992,SP,3522307,1,0,2,1.45,3,1
1992,MG,3149408,2,1,2,1.09,7,1
1992,SP,3550803,1,1,2,1.45,7,1
1992,AL,2704302,1,0,6,6.68,3,1
1992,SP,3525904,1,1,5,4.11,3,1
1992,SP,3516200,1,1,5,4.9,6,1
1992,SC,4206306,1,1,3,2.54,7,1
1992,PR,4101408,1,1,3,2.31,4,2
1992,MT,5102504,1,1,3,2.67,6,1
1992,SC,4203600,5,1,3,2.55,3,1
1992,MG,3106200,1,1,5,4.5,5,1
1992,PE,2611101,1,1,5,4.28,6,1
1992,DF,5300108,2,1,6,6.08,5,2
1992,RJ,3304557,2,1,5,4.5,7,2
1992,SP,3550308,1,1,2,1.89,3,1
1992,SP,3550308,1,1,2,1.41,5,2
1992,SP,3518800,1,1,6,6.43,5,1
1992,RS,4319901,1,0,3,2.4,3,1
1992,RS,4314902,1,1,4,3.38,6,1
1992,ES,3205002,1,1,4,3.29,6,1
1992,SP,3550308,5,1,2,1.25,5,2
1992,RJ,3304557,1,1,2,1.81,4,2
1992,SP,3509502,1,0,7,8.25,5,2
1992,PR,4106902,1,0,4,3.02,6,1
1992,RS,4314902,1,1,7,9.89,6,2
1992,SP,3552205,1,1,9,16.71,6,1
1992,SC,4204202,1,1,2,1.8,2,2
1992,SP,3557105,3,1,0,0.44,5,1
1992,RJ,3301702,1,1,,0.0,7,1
1992,RJ,3303302,1,1,3,2.1,7,1
1992,SP,3550308,5,1,3,2.08,6,2
1992,RJ,3304557,1,1,8,12.7,7,1
1992,PR,4114906,1,0,5,4.25,5,1
1992,SP,3554102,1,0,6,5.57,3,1
1992,PA,1501402,1,0,5,4.4,6,1
1992,PR,4106902,1,1,6,5.19,3,2
1992,RJ,3304557,1,1,5,4.84,5,1
1992,SP,3550308,1,1,3,2.2,3,1
1992,BA,2927408,1,0,1,0.96,4,2
1992,SP,3550308,1,1,5,4.85,3,1
1992,RN,2408102,1,0,1,0.99,5,1
1992,GO,5208707,1,1,3,2.72,3,1
1992,MG,3106200,1,0,8,12.47,4,2
1992,CE,2304400,1,1,2,1.08,4,1
1992,PR,4108304,1,1,1,0.86,7,1
1992,SP,3550308,1,1,2,1.19,4,2
1992,MG,3106200,2,1,4,3.46,6,1
1992,CE,2312908,1,1,2,1.54,8,1
1992,RJ,3304557,1,1,4,3.35,6,1
1992,SP,3550308,1,0,2,1.65,4,2
1992,PA,1500503,1,1,9,15.05,6,1
1992,RS,4314902,2,1,3,2.55,6,2
1992,PR,4106902,2,1,4,3.6,3,1
1992,PR,4106902,1,0,2,1.96,2,1
